Tanggal,Wilayah,PM10,SO2,CO,O3,NO2,Max,Critical,Kategori
12/31/2019,DKI1,41,22,14,29,9,41,PM10,BAIK
1/1/2020,DKI1,30,20,10,32,9,32,O3,BAIK
1/2/2020,DKI1,27,22,12,29,8,29,O3,BAIK
1/3/2020,DKI1,39,22,14,32,10,39,PM10,BAIK
1/4/2020,DKI1,34,22,14,38,10,38,O3,BAIK
1/5/2020,DKI1,35,22,12,31,9,35,PM10,BAIK
1/6/2020,DKI1,46,23,16,32,9,46,PM10,BAIK
1/7/2020,DKI1,37,23,26,33,11,37,PM10,BAIK
1/8/2020,DKI1,41,26,20,30,11,41,PM10,BAIK
1/9/2020,DKI1,52,23,29,24,12,52,PM10,SEDANG
1/10/2020,DKI1,24,24,18,25,8,25,O3,BAIK
1/11/2020,DKI1,34,31,25,23,8,34,PM10,BAIK
1/12/2020,DKI1,27,23,9,33,4,33,O3,BAIK
1/13/2020,DKI1,33,26,12,36,8,36,O3,BAIK
1/14/2020,DKI1,34,28,13,27,7,34,PM10,BAIK
1/15/2020,DKI1,29,22,13,36,8,36,O3,BAIK
1/16/2020,DKI1,52,60,19,30,8,60,SO2,SEDANG
1/17/2020,DKI1,51,34,21,74,20,74,O3,SEDANG
1/18/2020,DKI1,37,29,14,31,6,37,PM10,BAIK
1/19/2020,DKI1,61,34,36,58,15,61,PM10,SEDANG
1/20/2020,DKI1,47,30,15,33,9,47,PM10,BAIK
1/21/2020,DKI1,30,36,14,26,9,36,SO2,BAIK
1/22/2020,DKI1,40,36,18,28,15,40,PM10,BAIK
1/23/2020,DKI1,41,---,27,19,18,41,PM10,BAIK
1/24/2020,DKI1,44,---,24,16,13,44,PM10,BAIK
1/25/2020,DKI1,27,---,31,27,12,31,CO,BAIK
1/26/2020,DKI1,44,---,51,49,11,51,CO,SEDANG
1/27/2020,DKI1,25,---,21,39,13,39,O3,BAIK
1/28/2020,DKI1,63,---,27,40,17,63,PM10,SEDANG
1/29/2020,DKI1,49,11,23,38,19,49,PM10,BAIK
1/30/2020,DKI1,38,12,21,35,20,38,PM10,BAIK
1/31/2020,DKI1,44,10,22,25,16,44,PM10,BAIK
2/1/2020,DKI1,29,8,19,27,14,29,PM10,BAIK
2/2/2020,DKI1,37,10,24,28,12,37,PM10,BAIK
2/3/2020,DKI1,39,8,37,19,15,39,PM10,BAIK
2/4/2020,DKI1,24,8,29,21,14,29,CO,BAIK
2/5/2020,DKI1,43,8,30,29,12,43,PM10,BAIK
2/6/2020,DKI1,50,9,26,32,18,50,PM10,BAIK
2/7/2020,DKI1,51,19,28,25,16,51,PM10,SEDANG
2/8/2020,DKI1,29,8,24,26,12,29,PM10,BAIK
2/9/2020,DKI1,35,7,18,33,12,35,PM10,BAIK
2/10/2020,DKI1,38,8,25,51,15,51,O3,SEDANG
2/11/2020,DKI1,53,9,24,31,16,53,PM10,SEDANG
2/12/2020,DKI1,47,10,18,68,19,68,O3,SEDANG
2/13/2020,DKI1,43,7,16,39,20,43,PM10,BAIK
2/14/2020,DKI1,51,6,25,21,18,51,PM10,SEDANG
2/15/2020,DKI1,60,7,51,53,17,60,PM10,SEDANG
2/16/2020,DKI1,52,7,24,41,16,52,PM10,SEDANG
2/17/2020,DKI1,24,5,18,28,12,28,O3,BAIK
2/18/2020,DKI1,45,16,48,23,15,48,CO,BAIK
2/19/2020,DKI1,38,8,27,17,11,38,PM10,BAIK
2/20/2020,DKI1,30,5,16,20,13,30,PM10,BAIK
2/21/2020,DKI1,35,11,15,22,14,35,PM10,BAIK
2/22/2020,DKI1,31,8,16,30,13,31,PM10,BAIK
2/23/2020,DKI1,28,5,5,29,9,29,O3,BAIK
2/24/2020,DKI1,20,4,10,27,9,27,O3,BAIK
2/25/2020,DKI1,19,5,14,25,13,25,O3,BAIK
2/26/2020,DKI1,42,5,15,27,13,42,PM10,BAIK
2/27/2020,DKI1,33,5,16,22,13,33,PM10,BAIK
2/28/2020,DKI1,---,6,17,25,16,25,O3,BAIK
2/29/2020,DKI1,59,7,40,18,13,59,PM10,SEDANG
3/1/2020,DKI1,45,5,13,28,8,45,PM10,BAIK
3/2/2020,DKI1,34,5,15,32,10,34,PM10,BAIK
3/3/2020,DKI1,59,5,23,29,14,59,PM10,SEDANG
3/4/2020,DKI1,56,7,19,55,16,56,PM10,SEDANG
3/5/2020,DKI1,35,6,16,30,13,35,PM10,BAIK
3/6/2020,DKI1,36,10,19,33,16,36,PM10,BAIK
3/7/2020,DKI1,37,7,17,28,17,37,PM10,BAIK
3/8/2020,DKI1,45,7,16,39,11,45,PM10,BAIK
3/9/2020,DKI1,39,6,12,19,11,39,PM10,BAIK
3/10/2020,DKI1,30,5,12,33,11,33,O3,BAIK
3/11/2020,DKI1,40,5,15,38,13,40,PM10,BAIK
3/12/2020,DKI1,48,5,19,39,20,48,PM10,BAIK
3/13/2020,DKI1,34,4,17,36,12,36,O3,BAIK
3/14/2020,DKI1,64,6,19,87,17,87,O3,SEDANG
3/15/2020,DKI1,50,3,17,42,13,50,PM10,BAIK
3/16/2020,DKI1,50,4,20,36,19,50,PM10,BAIK
3/17/2020,DKI1,41,4,21,57,15,57,O3,SEDANG
3/18/2020,DKI1,44,3,15,54,12,54,O3,SEDANG
3/19/2020,DKI1,62,7,26,37,14,62,PM10,SEDANG
3/20/2020,DKI1,48,4,12,51,14,51,O3,SEDANG
3/21/2020,DKI1,43,6,15,37,17,43,PM10,BAIK
3/22/2020,DKI1,34,4,7,42,9,42,O3,BAIK
3/23/2020,DKI1,40,4,12,66,13,66,O3,SEDANG
3/24/2020,DKI1,58,4,20,54,17,58,PM10,SEDANG
3/25/2020,DKI1,33,3,7,63,8,63,O3,SEDANG
3/26/2020,DKI1,49,4,10,42,10,49,PM10,BAIK
3/27/2020,DKI1,43,4,9,62,10,62,O3,SEDANG
3/28/2020,DKI1,58,6,12,67,14,67,O3,SEDANG
3/29/2020,DKI1,61,7,7,56,8,61,PM10,SEDANG
3/30/2020,DKI1,47,6,9,68,12,68,O3,SEDANG
3/31/2020,DKI1,51,11,9,84,10,84,O3,SEDANG
4/1/2020,DKI1,38,6,12,67,10,67,O3,SEDANG
4/2/2020,DKI1,32,4,6,33,7,33,O3,BAIK
4/3/2020,DKI1,30,5,4,33,5,33,O3,BAIK
4/4/2020,DKI1,42,6,8,47,7,47,O3,BAIK
4/5/2020,DKI1,50,4,6,63,8,63,O3,SEDANG
4/6/2020,DKI1,45,4,8,37,9,45,PM10,BAIK
4/7/2020,DKI1,26,3,11,35,9,35,O3,BAIK
4/8/2020,DKI1,26,5,5,31,7,31,O3,BAIK
4/9/2020,DKI1,36,3,5,27,10,36,PM10,BAIK
4/10/2020,DKI1,50,2,7,71,10,71,O3,SEDANG
4/11/2020,DKI1,48,2,6,88,6,88,O3,SEDANG
4/12/2020,DKI1,65,3,14,86,13,86,O3,SEDANG
4/13/2020,DKI1,40,2,8,46,9,46,O3,BAIK
4/14/2020,DKI1,48,4,8,51,10,51,O3,SEDANG
4/15/2020,DKI1,40,2,8,46,11,46,O3,BAIK
4/16/2020,DKI1,34,3,7,41,9,41,O3,BAIK
4/17/2020,DKI1,43,2,8,54,9,54,O3,SEDANG
4/18/2020,DKI1,43,4,5,72,7,72,O3,SEDANG
4/19/2020,DKI1,59,5,7,87,9,87,O3,SEDANG
4/20/2020,DKI1,60,3,---,73,7,73,O3,SEDANG
4/21/2020,DKI1,46,4,---,35,10,46,PM10,BAIK
4/22/2020,DKI1,74,14,6,47,11,74,PM10,SEDANG
4/23/2020,DKI1,45,5,5,43,7,45,PM10,BAIK
4/24/2020,DKI1,43,4,3,27,8,43,PM10,BAIK
4/25/2020,DKI1,46,3,7,45,8,46,PM10,BAIK
4/26/2020,DKI1,57,3,5,45,8,57,PM10,SEDANG
4/27/2020,DKI1,36,1,4,71,8,71,O3,SEDANG
4/28/2020,DKI1,49,2,7,45,13,49,PM10,BAIK
4/29/2020,DKI1,53,4,6,52,11,53,PM10,SEDANG
4/30/2020,DKI1,61,5,6,33,14,61,PM10,SEDANG
5/1/2020,DKI1,47,2,---,38,10,47,PM10,BAIK
5/2/2020,DKI1,32,2,12,29,9,32,PM10,BAIK
5/3/2020,DKI1,52,5,11,35,9,52,PM10,SEDANG
5/4/2020,DKI1,50,4,4,30,8,50,PM10,BAIK
5/5/2020,DKI1,51,7,7,34,9,51,PM10,SEDANG
5/6/2020,DKI1,44,4,4,29,7,44,PM10,BAIK
5/7/2020,DKI1,50,4,3,48,9,50,PM10,BAIK
5/8/2020,DKI1,60,4,4,60,10,60,PM10,SEDANG
5/9/2020,DKI1,56,4,3,34,12,56,PM10,SEDANG
5/10/2020,DKI1,64,5,3,44,12,64,PM10,SEDANG
5/11/2020,DKI1,44,2,4,47,8,47,O3,BAIK
5/12/2020,DKI1,47,3,4,62,10,62,O3,SEDANG
5/13/2020,DKI1,54,2,3,38,8,54,PM10,SEDANG
5/14/2020,DKI1,56,7,9,42,9,56,PM10,SEDANG
5/15/2020,DKI1,60,7,7,40,9,60,PM10,SEDANG
5/16/2020,DKI1,58,6,8,57,8,58,PM10,SEDANG
5/17/2020,DKI1,60,6,8,83,7,83,O3,SEDANG
5/18/2020,DKI1,54,4,6,43,10,54,PM10,SEDANG
5/19/2020,DKI1,30,8,8,59,13,59,O3,SEDANG
5/20/2020,DKI1,50,12,10,34,8,50,PM10,BAIK
5/21/2020,DKI1,27,7,7,49,9,49,O3,BAIK
5/22/2020,DKI1,58,8,7,42,8,58,PM10,SEDANG
5/23/2020,DKI1,42,3,10,52,8,52,O3,SEDANG
5/24/2020,DKI1,41,3,8,43,5,43,O3,BAIK
5/25/2020,DKI1,26,2,4,27,5,27,O3,BAIK
5/26/2020,DKI1,32,4,5,29,8,32,PM10,BAIK
5/27/2020,DKI1,22,4,4,65,8,65,O3,SEDANG
5/28/2020,DKI1,44,5,6,90,16,90,O3,SEDANG
5/29/2020,DKI1,58,8,6,74,12,74,O3,SEDANG
5/30/2020,DKI1,52,16,7,41,10,52,PM10,SEDANG
5/31/2020,DKI1,48,14,7,46,9,48,PM10,BAIK
6/1/2020,DKI1,50,14,10,45,9,50,PM10,BAIK
6/2/2020,DKI1,44,14,7,37,8,44,PM10,BAIK
6/3/2020,DKI1,41,14,4,31,8,41,PM10,BAIK
6/4/2020,DKI1,45,18,4,28,8,45,PM10,BAIK
6/5/2020,DKI1,56,18,6,60,12,60,O3,SEDANG
6/6/2020,DKI1,69,18,7,74,13,74,O3,SEDANG
6/6/2020,DKI1,55,16,5,65,9,65,O3,SEDANG
6/6/2020,DKI1,59,15,5,33,10,59,PM10,SEDANG
6/6/2020,DKI1,58,14,6,41,12,58,PM10,SEDANG
6/6/2020,DKI1,67,16,10,34,10,67,PM10,SEDANG
6/6/2020,DKI1,63,16,6,40,10,63,PM10,SEDANG
6/6/2020,DKI1,49,15,6,58,13,58,O3,SEDANG
6/6/2020,DKI1,60,16,6,61,10,61,O3,SEDANG
6/6/2020,DKI1,60,15,6,61,12,61,O3,SEDANG
6/6/2020,DKI1,70,13,8,54,13,70,PM10,SEDANG
6/6/2020,DKI1,67,16,8,35,11,67,PM10,SEDANG
6/6/2020,DKI1,56,15,5,49,8,56,PM10,SEDANG
6/6/2020,DKI1,60,17,6,56,9,60,PM10,SEDANG
6/6/2020,DKI1,57,15,6,47,11,57,PM10,SEDANG
6/6/2020,DKI1,61,17,12,67,17,67,O3,SEDANG
6/6/2020,DKI1,63,16,6,61,10,63,PM10,SEDANG
6/6/2020,DKI1,67,20,6,34,11,67,PM10,SEDANG
6/6/2020,DKI1,53,18,7,41,15,53,PM10,SEDANG
6/6/2020,DKI1,53,15,7,77,11,77,O3,SEDANG
6/6/2020,DKI1,76,19,13,64,23,76,PM10,SEDANG
6/6/2020,DKI1,70,18,10,61,19,70,PM10,SEDANG
6/6/2020,DKI1,65,20,6,42,14,65,PM10,SEDANG
6/6/2020,DKI1,72,21,6,47,11,72,PM10,SEDANG
6/6/2020,DKI1,68,20,5,57,11,68,PM10,SEDANG
6/6/2020,DKI1,75,20,6,53,15,75,PM10,SEDANG
7/1/2020,DKI1,69,18,6,65,11,69,PM10,SEDANG
7/2/2020,DKI1,68,17,7,47,11,68,PM10,SEDANG
7/3/2020,DKI1,54,18,7,32,9,54,PM10,SEDANG
7/4/2020,DKI1,70,18,8,43,12,70,PM10,SEDANG
7/5/2020,DKI1,63,20,5,40,9,63,PM10,SEDANG
7/6/2020,DKI1,58,21,7,39,12,58,PM10,SEDANG
7/7/2020,DKI1,53,22,6,33,12,53,PM10,SEDANG
7/8/2020,DKI1,60,20,6,59,15,60,PM10,SEDANG
7/9/2020,DKI1,54,16,8,67,12,67,O3,SEDANG
7/10/2020,DKI1,62,19,8,80,17,80,O3,SEDANG
7/11/2020,DKI1,73,17,9,47,16,73,PM10,SEDANG
7/12/2020,DKI1,62,17,6,60,9,62,PM10,SEDANG
7/13/2020,DKI1,61,19,5,44,10,61,PM10,SEDANG
7/14/2020,DKI1,64,21,6,55,16,64,PM10,SEDANG
7/15/2020,DKI1,57,16,6,31,12,57,PM10,SEDANG
7/16/2020,DKI1,48,19,5,24,11,48,PM10,BAIK
7/17/2020,DKI1,56,24,7,39,10,56,PM10,SEDANG
7/18/2020,DKI1,55,21,7,54,15,55,PM10,SEDANG
7/19/2020,DKI1,68,17,6,66,10,68,PM10,SEDANG
7/20/2020,DKI1,66,16,8,77,12,77,O3,SEDANG
7/21/2020,DKI1,59,19,8,58,12,59,PM10,SEDANG
7/22/2020,DKI1,56,16,6,49,15,56,PM10,SEDANG
7/23/2020,DKI1,62,16,7,85,11,85,O3,SEDANG
7/24/2020,DKI1,60,18,7,56,13,60,PM10,SEDANG
7/25/2020,DKI1,64,18,7,60,11,64,PM10,SEDANG
7/26/2020,DKI1,59,19,5,45,10,59,PM10,SEDANG
7/27/2020,DKI1,58,21,6,56,11,58,PM10,SEDANG
7/28/2020,DKI1,68,20,7,89,14,89,O3,SEDANG
7/29/2020,DKI1,66,19,7,107,14,107,O3,TIDAK SEHAT
7/30/2020,DKI1,68,17,7,104,12,104,O3,TIDAK SEHAT
7/31/2020,DKI1,56,19,7,62,14,62,O3,SEDANG
8/1/2020,DKI1,65,18,7,84,13,84,O3,SEDANG
8/2/2020,DKI1,75,17,11,77,15,77,O3,SEDANG
8/3/2020,DKI1,71,18,9,65,11,71,PM10,SEDANG
8/4/2020,DKI1,61,19,5,61,11,61,PM10,SEDANG
8/5/2020,DKI1,67,20,7,70,12,70,O3,SEDANG
8/6/2020,DKI1,70,23,6,55,16,70,PM10,SEDANG
8/7/2020,DKI1,65,19,6,72,12,72,O3,SEDANG
8/8/2020,DKI1,64,18,6,58,14,64,PM10,SEDANG
8/9/2020,DKI1,54,15,6,65,12,65,O3,SEDANG
8/10/2020,DKI1,58,18,5,47,11,58,PM10,SEDANG
8/11/2020,DKI1,60,20,5,34,10,60,PM10,SEDANG
8/12/2020,DKI1,68,19,14,49,17,68,PM10,SEDANG
8/13/2020,DKI1,53,16,7,41,12,53,PM10,SEDANG
8/14/2020,DKI1,40,16,8,43,16,43,O3,BAIK
8/15/2020,DKI1,58,18,10,29,12,58,PM10,SEDANG
8/16/2020,DKI1,50,19,4,44,10,50,PM10,BAIK
8/17/2020,DKI1,52,16,7,52,10,52,PM10,SEDANG
8/18/2020,DKI1,52,17,10,66,13,66,O3,SEDANG
8/19/2020,DKI1,65,18,15,39,18,65,PM10,SEDANG
8/20/2020,DKI1,54,17,6,40,13,54,PM10,SEDANG
8/21/2020,DKI1,46,18,3,41,9,46,PM10,BAIK
8/22/2020,DKI1,58,21,5,42,11,58,PM10,SEDANG
8/23/2020,DKI1,63,22,7,53,13,63,PM10,SEDANG
8/24/2020,DKI1,55,18,5,44,11,55,PM10,SEDANG
8/25/2020,DKI1,57,20,7,53,14,57,PM10,SEDANG
8/26/2020,DKI1,52,20,5,66,11,66,O3,SEDANG
8/27/2020,DKI1,55,18,5,52,11,55,PM10,SEDANG
8/28/2020,DKI1,57,19,5,48,16,57,PM10,SEDANG
8/29/2020,DKI1,59,20,4,54,8,59,PM10,SEDANG
8/30/2020,DKI1,56,19,4,58,6,58,O3,SEDANG
8/31/2020,DKI1,57,20,6,68,14,68,O3,SEDANG
9/1/2020,DKI1,65,18,7,84,13,84,O3,SEDANG
9/2/2020,DKI1,75,17,11,77,15,77,O3,SEDANG
9/3/2020,DKI1,71,18,9,65,11,71,PM10,SEDANG
9/4/2020,DKI1,61,19,5,61,11,61,PM10,SEDANG
9/5/2020,DKI1,67,20,7,70,12,70,O3,SEDANG
9/6/2020,DKI1,70,23,6,55,16,70,PM10,SEDANG
9/7/2020,DKI1,65,19,6,72,12,72,O3,SEDANG
9/8/2020,DKI1,64,18,6,58,14,64,PM10,SEDANG
9/9/2020,DKI1,54,15,6,65,12,65,O3,SEDANG
9/10/2020,DKI1,58,18,5,47,11,58,PM10,SEDANG
9/11/2020,DKI1,60,20,5,34,10,60,PM10,SEDANG
9/12/2020,DKI1,68,19,14,49,17,68,PM10,SEDANG
9/13/2020,DKI1,53,16,7,41,12,53,PM10,SEDANG
9/14/2020,DKI1,40,16,8,43,16,43,O3,BAIK
9/15/2020,DKI1,58,18,10,29,12,58,PM10,SEDANG
9/16/2020,DKI1,50,19,4,44,10,50,PM10,BAIK
9/17/2020,DKI1,52,16,7,52,10,52,PM10,SEDANG
9/18/2020,DKI1,52,17,10,66,13,66,O3,SEDANG
9/19/2020,DKI1,65,18,15,39,18,65,PM10,SEDANG
9/20/2020,DKI1,54,17,6,40,13,54,PM10,SEDANG
9/21/2020,DKI1,46,18,3,41,9,46,PM10,BAIK
9/22/2020,DKI1,58,21,5,42,11,58,PM10,SEDANG
9/23/2020,DKI1,63,22,7,53,13,63,PM10,SEDANG
9/24/2020,DKI1,55,18,5,44,11,55,PM10,SEDANG
9/25/2020,DKI1,57,20,7,53,14,57,PM10,SEDANG
9/26/2020,DKI1,52,20,5,66,11,66,O3,SEDANG
9/27/2020,DKI1,55,18,5,52,11,55,PM10,SEDANG
9/28/2020,DKI1,57,19,5,48,16,57,PM10,SEDANG
9/29/2020,DKI1,59,20,4,54,8,59,PM10,SEDANG
9/30/2020,DKI1,56,19,4,58,6,58,O3,SEDANG
2020-09-31,DKI1,57,20,6,68,14,68,O3,SEDANG
10/1/2020,DKI1,50,19,4,50,10,72,PM25,SEDANG
10/2/2020,DKI1,53,22,6,69,12,69,O3,SEDANG
10/3/2020,DKI1,50,17,9,71,14,71,O3,SEDANG
10/4/2020,DKI1,53,18,8,75,16,75,PM25,SEDANG
10/5/2020,DKI1,40,16,5,95,10,95,O3,SEDANG
10/6/2020,DKI1,42,17,5,70,11,70,O3,SEDANG
10/7/2020,DKI1,52,20,5,68,13,68,O3,SEDANG
10/8/2020,DKI1,46,20,5,83,11,83,O3,SEDANG
10/9/2020,DKI1,60,18,7,87,14,99,PM25,SEDANG
10/10/2020,DKI1,53,17,7,60,11,74,PM25,SEDANG
10/11/2020,DKI1,44,18,6,74,11,74,O3,SEDANG
10/12/2020,DKI1,57,19,7,86,16,86,O3,SEDANG
10/13/2020,DKI1,61,21,9,75,11,91,PM25,SEDANG
10/14/2020,DKI1,63,18,8,63,20,93,PM25,SEDANG
10/15/2020,DKI1,60,20,7,70,17,91,PM25,SEDANG
10/16/2020,DKI1,56,19,7,76,20,80,PM25,SEDANG
10/17/2020,DKI1,51,17,9,61,22,70,PM25,SEDANG
10/18/2020,DKI1,50,16,7,51,14,72,PM25,SEDANG
10/19/2020,DKI1,54,16,7,60,11,76,PM25,SEDANG
10/20/2020,DKI1,54,18,11,43,15,83,PM25,SEDANG
10/21/2020,DKI1,57,18,11,71,15,78,PM25,SEDANG
10/22/2020,DKI1,48,17,10,44,13,61,PM25,SEDANG
10/23/2020,DKI1,26,15,3,23,7,36,PM25,BAIK
10/24/2020,DKI1,47,23,6,61,11,69,PM25,SEDANG
10/25/2020,DKI1,39,17,7,48,11,61,PM25,SEDANG
10/26/2020,DKI1,41,18,8,77,20,77,O3,SEDANG
10/27/2020,DKI1,40,16,9,77,15,77,O3,SEDANG
10/28/2020,DKI1,55,18,18,60,16,75,PM25,SEDANG
10/29/2020,DKI1,51,17,7,40,14,70,PM25,SEDANG
10/30/2020,DKI1,52,18,5,35,9,73,PM25,SEDANG
10/31/2020,DKI1,35,20,3,48,8,54,PM25,SEDANG
11/1/2020,DKI1,49,67,18,10,40,11,PM25,SEDANG
11/2/2020,DKI1,23,27,15,3,32,5,O3,BAIK
11/3/2020,DKI1,43,64,19,6,53,10,PM25,SEDANG
11/4/2020,DKI1,42,62,20,5,59,12,PM25,SEDANG
11/5/2020,DKI1,51,70,17,11,50,19,PM25,SEDANG
11/6/2020,DKI1,79,106,23,13,49,20,PM25,TIDAK SEHAT
11/7/2020,DKI1,61,85,19,14,45,25,PM25,SEDANG
11/8/2020,DKI1,60,85,16,17,57,14,PM25,SEDANG
11/9/2020,DKI1,62,95,20,13,57,18,PM25,SEDANG
11/10/2020,DKI1,62,92,18,8,53,16,PM25,SEDANG
11/11/2020,DKI1,61,97,20,10,62,20,PM25,SEDANG
11/12/2020,DKI1,53,80,20,6,49,23,PM25,SEDANG
11/13/2020,DKI1,53,68,20,5,34,14,PM25,SEDANG
11/14/2020,DKI1,54,78,20,7,79,12,O3,SEDANG
11/15/2020,DKI1,52,73,21,6,41,12,PM25,SEDANG
11/16/2020,DKI1,51,70,20,5,42,11,PM25,SEDANG
11/17/2020,DKI1,57,84,18,7,60,13,PM25,SEDANG
11/18/2020,DKI1,57,79,18,9,71,20,PM25,SEDANG
11/19/2020,DKI1,58,84,18,13,64,20,PM25,SEDANG
11/20/2020,DKI1,53,68,20,5,34,10,PM25,SEDANG
11/21/2020,DKI1,54,82,18,15,48,13,PM25,SEDANG
11/22/2020,DKI1,51,69,18,15,45,14,PM25,SEDANG
11/23/2020,DKI1,62,93,20,11,51,17,PM25,SEDANG
11/24/2020,DKI1,44,56,19,8,53,13,PM25,SEDANG
11/25/2020,DKI1,39,63,19,8,48,14,PM25,SEDANG
11/26/2020,DKI1,47,69,21,9,55,14,PM25,SEDANG
11/27/2020,DKI1,44,59,20,8,41,17,PM25,SEDANG
11/28/2020,DKI1,46,66,18,7,65,14,PM25,SEDANG
11/29/2020,DKI1,37,56,17,7,24,9,PM25,SEDANG
11/30/2020,DKI1,18,21,16,4,27,5,O3,BAIK
12/1/2020,DKI1,22,17,4,19,8,26,PM25,BAIK
12/2/2020,DKI1,25,18,4,28,7,48,PM25,BAIK
12/3/2020,DKI1,29,19,8,48,14,48,O3,BAIK
12/4/2020,DKI1,39,29,8,52,17,58,PM25,SEDANG
12/5/2020,DKI1,28,22,7,34,11,34,O3,BAIK
12/6/2020,DKI1,31,22,7,30,9,50,PM25,BAIK
12/7/2020,DKI1,25,22,6,18,9,31,PM25,BAIK
12/8/2020,DKI1,36,31,8,23,8,52,PM25,SEDANG
12/9/2020,DKI1,32,22,5,25,8,46,PM25,BAIK
12/10/2020,DKI1,32,30,4,25,7,48,PM25,BAIK
12/11/2020,DKI1,32,24,9,21,12,49,PM25,BAIK
12/12/2020,DKI1,23,19,6,29,10,33,PM25,BAIK
12/13/2020,DKI1,29,20,5,29,6,41,PM25,BAIK
12/14/2020,DKI1,25,18,4,29,9,32,PM25,BAIK
12/15/2020,DKI1,26,18,6,24,8,34,PM25,BAIK
12/16/2020,DKI1,21,17,5,19,7,35,PM25,BAIK
12/17/2020,DKI1,24,21,5,30,7,37,PM25,BAIK
12/18/2020,DKI1,25,19,5,25,8,34,PM25,BAIK
12/19/2020,DKI1,27,19,6,24,9,49,PM25,BAIK
12/20/2020,DKI1,37,20,9,19,8,49,PM25,BAIK
12/21/2020,DKI1,17,17,4,14,5,20,PM25,BAIK
12/22/2020,DKI1,23,19,6,16,10,39,PM25,BAIK
12/23/2020,DKI1,43,26,---,26,13,62,PM25,SEDANG
12/24/2020,DKI1,40,26,8,31,8,62,PM25,SEDANG
12/25/2020,DKI1,23,23,4,25,5,38,PM25,BAIK
12/26/2020,DKI1,23,26,3,30,6,35,PM25,BAIK
12/27/2020,DKI1,24,26,5,35,5,44,PM25,BAIK
12/28/2020,DKI1,26,27,4,33,8,44,PM25,BAIK
12/29/2020,DKI1,21,23,5,28,6,28,O3,BAIK
12/30/2020,DKI1,19,22,4,25,7,30,PM25,BAIK
12/31/2020,DKI1,26,25,8,29,10,39,PM25,BAIK
